,Occupancy Type,Zones,value
2015-10-08 22:00:00+08:00,Non-working Hours,Zone 3,25.1265970278
2015-10-08 22:10:00+08:00,Non-working Hours,Zone 3,25.1683333194
2015-10-08 22:20:00+08:00,Non-working Hours,Zone 3,25.2086250375
2015-10-08 22:30:00+08:00,Non-working Hours,Zone 3,25.2350000347
2015-10-08 22:40:00+08:00,Non-working Hours,Zone 3,25.2632500313
2015-10-08 22:50:00+08:00,Non-working Hours,Zone 3,25.3111111736
2015-10-08 23:00:00+08:00,Non-working Hours,Zone 3,25.3834999875
2015-10-09 00:00:00+08:00,Non-working Hours,Zone 3,25.7353753125
2015-10-09 00:10:00+08:00,Non-working Hours,Zone 3,25.7211111111
2015-10-09 00:20:00+08:00,Non-working Hours,Zone 3,25.69875
2015-10-09 00:30:00+08:00,Non-working Hours,Zone 3,25.7196251375
2015-10-09 00:40:00+08:00,Non-working Hours,Zone 3,25.7231944445
2015-10-09 00:50:00+08:00,Non-working Hours,Zone 3,25.7576251563
2015-10-09 01:00:00+08:00,Non-working Hours,Zone 3,25.7644444097
2015-10-09 01:10:00+08:00,Non-working Hours,Zone 3,25.781389
2015-10-09 01:20:00+08:00,Non-working Hours,Zone 3,25.7734722952
2015-10-09 01:30:00+08:00,Non-working Hours,Zone 3,25.7805902014
2015-10-09 01:40:00+08:00,Non-working Hours,Zone 3,25.8002777361
2015-10-09 01:50:00+08:00,Non-working Hours,Zone 3,25.8461113472
2015-10-09 02:00:00+08:00,Non-working Hours,Zone 3,25.8680003062
2015-10-09 02:10:00+08:00,Non-working Hours,Zone 3,25.9492499125
2015-10-09 02:20:00+08:00,Non-working Hours,Zone 3,25.9387496736
2015-10-09 02:30:00+08:00,Non-working Hours,Zone 3,25.9314996625
2015-10-09 02:40:00+08:00,Non-working Hours,Zone 3,25.9908332083
2015-10-09 02:50:00+08:00,Non-working Hours,Zone 3,25.9711109375
2015-10-09 03:00:00+08:00,Non-working Hours,Zone 3,25.9741664791
2015-10-09 03:10:00+08:00,Non-working Hours,Zone 3,26.0446249312
2015-10-09 03:20:00+08:00,Non-working Hours,Zone 3,26.0711249813
2015-10-09 03:30:00+08:00,Non-working Hours,Zone 3,26.100277882
2015-10-09 03:40:00+08:00,Non-working Hours,Zone 3,26.0582499937
2015-10-09 03:50:00+08:00,Non-working Hours,Zone 3,26.0469442986
2015-10-09 04:00:00+08:00,Non-working Hours,Zone 3,26.0618749188
2015-10-09 04:10:00+08:00,Non-working Hours,Zone 3,26.0612500187
2015-10-09 04:20:00+08:00,Non-working Hours,Zone 3,26.097638882
2015-10-09 04:30:00+08:00,Non-working Hours,Zone 3,26.1260001812
2015-10-09 04:40:00+08:00,Non-working Hours,Zone 3,26.128333375
2015-10-09 04:50:00+08:00,Non-working Hours,Zone 3,26.1178749125
2015-10-09 05:00:00+08:00,Non-working Hours,Zone 3,26.1144444305
2015-10-09 05:10:00+08:00,Non-working Hours,Zone 3,26.0938749312
2015-10-09 05:20:00+08:00,Non-working Hours,Zone 3,26.0802777708
2015-10-09 05:30:00+08:00,Non-working Hours,Zone 3,26.07524995
2015-10-09 05:40:00+08:00,Non-working Hours,Zone 3,26.1256943889
2015-10-09 05:50:00+08:00,Non-working Hours,Zone 3,26.1417499875
2015-10-09 06:00:00+08:00,Non-working Hours,Zone 3,26.1399999166
2015-10-09 21:00:00+08:00,Non-working Hours,Zone 3,25.3872221945
2015-10-09 21:10:00+08:00,Non-working Hours,Zone 3,25.4158749375
2015-10-09 21:20:00+08:00,Non-working Hours,Zone 3,25.5052504188
2015-10-09 21:30:00+08:00,Non-working Hours,Zone 3,25.5358336806
2015-10-09 21:40:00+08:00,Non-working Hours,Zone 3,25.5762498313
2015-10-09 21:50:00+08:00,Non-working Hours,Zone 3,25.6224996437
2015-10-09 22:00:00+08:00,Non-working Hours,Zone 3,25.6751388611
2015-10-09 22:10:00+08:00,Non-working Hours,Zone 3,25.6995832917
2015-10-09 22:20:00+08:00,Non-working Hours,Zone 3,25.7403749812
2015-10-09 22:30:00+08:00,Non-working Hours,Zone 3,25.7544999937
2015-10-09 22:40:00+08:00,Non-working Hours,Zone 3,25.7697221875
2015-10-09 22:50:00+08:00,Non-working Hours,Zone 3,25.793750025
2015-10-09 23:00:00+08:00,Non-working Hours,Zone 3,25.7968055139
2015-10-12 00:00:00+08:00,Non-working Hours,Zone 3,28.2049999931
2015-10-12 00:10:00+08:00,Non-working Hours,Zone 3,28.2020833194
2015-10-12 00:20:00+08:00,Non-working Hours,Zone 3,28.2794445
2015-10-12 00:30:00+08:00,Non-working Hours,Zone 3,28.2812500347
2015-10-12 00:40:00+08:00,Non-working Hours,Zone 3,28.2540277778
2015-10-12 00:50:00+08:00,Non-working Hours,Zone 3,28.2648750312
2015-10-12 01:00:00+08:00,Non-working Hours,Zone 3,28.2501250813
2015-10-12 01:10:00+08:00,Non-working Hours,Zone 3,28.1977777639
2015-10-12 01:20:00+08:00,Non-working Hours,Zone 3,28.2178750125
2015-10-12 01:30:00+08:00,Non-working Hours,Zone 3,28.2033333681
2015-10-12 01:40:00+08:00,Non-working Hours,Zone 3,28.182625075
2015-10-12 01:50:00+08:00,Non-working Hours,Zone 3,28.2071250375
2015-10-12 02:00:00+08:00,Non-working Hours,Zone 3,28.2336111042
2015-10-12 02:10:00+08:00,Non-working Hours,Zone 3,28.196625075
2015-10-12 02:20:00+08:00,Non-working Hours,Zone 3,28.1701806701
2015-10-12 02:30:00+08:00,Non-working Hours,Zone 3,28.1799167271
2015-10-12 02:40:00+08:00,Non-working Hours,Zone 3,28.1722499813
2015-10-12 02:50:00+08:00,Non-working Hours,Zone 3,28.1658333056
2015-10-12 03:00:00+08:00,Non-working Hours,Zone 3,28.1736249937
2015-10-12 03:10:00+08:00,Non-working Hours,Zone 3,28.1587500875
2015-10-12 03:20:00+08:00,Non-working Hours,Zone 3,28.1538888472
2015-10-12 03:30:00+08:00,Non-working Hours,Zone 3,28.1559999375
2015-10-12 03:40:00+08:00,Non-working Hours,Zone 3,28.1622222361
2015-10-12 03:50:00+08:00,Non-working Hours,Zone 3,28.1781250687
2015-10-12 04:00:00+08:00,Non-working Hours,Zone 3,28.2089999875
2015-10-12 04:10:00+08:00,Non-working Hours,Zone 3,28.2130555278
2015-10-12 04:20:00+08:00,Non-working Hours,Zone 3,28.1763750375
2015-10-12 04:30:00+08:00,Non-working Hours,Zone 3,28.1669445
2015-10-12 04:40:00+08:00,Non-working Hours,Zone 3,28.146125
2015-10-12 04:50:00+08:00,Non-working Hours,Zone 3,28.1621250813
2015-10-12 05:00:00+08:00,Non-working Hours,Zone 3,28.1887499445
2015-10-12 05:10:00+08:00,Non-working Hours,Zone 3,28.2178750875
2015-10-12 05:20:00+08:00,Non-working Hours,Zone 3,28.2081944375
2015-10-12 05:30:00+08:00,Non-working Hours,Zone 3,28.2215000687
2015-10-12 05:40:00+08:00,Non-working Hours,Zone 3,28.2227500875
2015-10-12 05:50:00+08:00,Non-working Hours,Zone 3,28.2168055139
2015-10-12 06:00:00+08:00,Non-working Hours,Zone 3,28.2018750438
2015-10-12 21:00:00+08:00,Non-working Hours,Zone 3,27.6218748375
2015-10-12 21:10:00+08:00,Non-working Hours,Zone 3,27.649750025
2015-10-12 21:20:00+08:00,Non-working Hours,Zone 3,27.6623611806
2015-10-12 21:30:00+08:00,Non-working Hours,Zone 3,27.6710000125
2015-10-12 21:40:00+08:00,Non-working Hours,Zone 3,27.7101249688
2015-10-12 21:50:00+08:00,Non-working Hours,Zone 3,27.6802778125
2015-10-12 22:00:00+08:00,Non-working Hours,Zone 3,27.6927500562
2015-10-12 22:10:00+08:00,Non-working Hours,Zone 3,27.7547221597
2015-10-12 22:20:00+08:00,Non-working Hours,Zone 3,27.7787501187
2015-10-12 22:30:00+08:00,Non-working Hours,Zone 3,27.8366252687
2015-10-12 22:40:00+08:00,Non-working Hours,Zone 3,27.8079168125
2015-10-12 22:50:00+08:00,Non-working Hours,Zone 3,27.805124925
2015-10-12 23:00:00+08:00,Non-working Hours,Zone 3,27.8251389514
2015-10-13 00:00:00+08:00,Non-working Hours,Zone 3,27.934999925
2015-10-13 00:10:00+08:00,Non-working Hours,Zone 3,27.9170001062
2015-10-13 00:20:00+08:00,Non-working Hours,Zone 3,27.9193058125
2015-10-13 00:30:00+08:00,Non-working Hours,Zone 3,27.9497497438
2015-10-13 00:40:00+08:00,Non-working Hours,Zone 3,28.0043054445
2015-10-13 00:50:00+08:00,Non-working Hours,Zone 3,28.0228749562
2015-10-13 01:00:00+08:00,Non-working Hours,Zone 3,28.0681249625
2015-10-13 01:10:00+08:00,Non-working Hours,Zone 3,28.0694444792
2015-10-13 01:20:00+08:00,Non-working Hours,Zone 3,28.060749975
2015-10-13 01:30:00+08:00,Non-working Hours,Zone 3,28.0485000125
2015-10-13 01:40:00+08:00,Non-working Hours,Zone 3,28.0658333055
2015-10-13 01:50:00+08:00,Non-working Hours,Zone 3,28.0268750375
2015-10-13 02:00:00+08:00,Non-working Hours,Zone 3,28.0498611736
2015-10-13 02:10:00+08:00,Non-working Hours,Zone 3,28.0187499937
2015-10-13 02:20:00+08:00,Non-working Hours,Zone 3,27.9716246563
2015-10-13 02:30:00+08:00,Non-working Hours,Zone 3,27.9637497431
2015-10-13 02:40:00+08:00,Non-working Hours,Zone 3,27.9327500687
2015-10-13 02:50:00+08:00,Non-working Hours,Zone 3,27.9283334306
2015-10-13 03:00:00+08:00,Non-working Hours,Zone 3,27.9047503562
2015-10-13 03:10:00+08:00,Non-working Hours,Zone 3,27.8691252125
2015-10-13 03:20:00+08:00,Non-working Hours,Zone 3,27.8622223194
2015-10-13 03:30:00+08:00,Non-working Hours,Zone 3,27.8713750563
2015-10-13 03:40:00+08:00,Non-working Hours,Zone 3,27.92175005
2015-10-13 03:50:00+08:00,Non-working Hours,Zone 3,27.9877774653
2015-10-13 04:00:00+08:00,Non-working Hours,Zone 3,27.9873747688
2015-10-13 04:10:00+08:00,Non-working Hours,Zone 3,27.9841662708
2015-10-13 04:20:00+08:00,Non-working Hours,Zone 3,28.006124775
2015-10-13 04:30:00+08:00,Non-working Hours,Zone 3,28.0119441736
2015-10-13 04:40:00+08:00,Non-working Hours,Zone 3,28.0720000875
2015-10-13 04:50:00+08:00,Non-working Hours,Zone 3,28.0423610625
2015-10-13 05:00:00+08:00,Non-working Hours,Zone 3,28.0593749187
2015-10-13 05:10:00+08:00,Non-working Hours,Zone 3,28.0163887639
2015-10-13 05:20:00+08:00,Non-working Hours,Zone 3,27.9218751
2015-10-13 05:30:00+08:00,Non-working Hours,Zone 3,27.9358338472
2015-10-13 05:40:00+08:00,Non-working Hours,Zone 3,27.958750025
2015-10-13 05:50:00+08:00,Non-working Hours,Zone 3,27.9223614722
2015-10-13 06:00:00+08:00,Non-working Hours,Zone 3,27.92712535
2015-10-13 21:00:00+08:00,Non-working Hours,Zone 3,27.3907500125
2015-10-13 21:10:00+08:00,Non-working Hours,Zone 3,27.3738890694
2015-10-13 21:20:00+08:00,Non-working Hours,Zone 3,27.4100003937
2015-10-13 21:30:00+08:00,Non-working Hours,Zone 3,27.4187505
2015-10-13 21:40:00+08:00,Non-working Hours,Zone 3,27.418875275
2015-10-13 21:50:00+08:00,Non-working Hours,Zone 3,27.409125375
2015-10-13 22:00:00+08:00,Non-working Hours,Zone 3,27.4923606458
2015-10-13 22:10:00+08:00,Non-working Hours,Zone 3,27.4961247063
2015-10-13 22:20:00+08:00,Non-working Hours,Zone 3,27.5158329305
2015-10-13 22:30:00+08:00,Non-working Hours,Zone 3,27.4943746312
2015-10-13 22:40:00+08:00,Non-working Hours,Zone 3,27.5382498687
2015-10-13 22:50:00+08:00,Non-working Hours,Zone 3,27.5487496875
2015-10-13 23:00:00+08:00,Non-working Hours,Zone 3,27.5619998125
2015-10-14 00:00:00+08:00,Non-working Hours,Zone 3,27.6416250062
2015-10-14 00:10:00+08:00,Non-working Hours,Zone 3,27.6947222847
2015-10-14 00:20:00+08:00,Non-working Hours,Zone 3,27.6912500937
2015-10-14 00:30:00+08:00,Non-working Hours,Zone 3,27.6991666667
2015-10-14 00:40:00+08:00,Non-working Hours,Zone 3,27.7133752187
2015-10-14 00:50:00+08:00,Non-working Hours,Zone 3,27.6463889167
2015-10-14 01:00:00+08:00,Non-working Hours,Zone 3,27.7251251188
2015-10-14 01:10:00+08:00,Non-working Hours,Zone 3,27.6744444792
2015-10-14 01:20:00+08:00,Non-working Hours,Zone 3,27.7115000188
2015-10-14 01:30:00+08:00,Non-working Hours,Zone 3,27.741375175
2015-10-14 01:40:00+08:00,Non-working Hours,Zone 3,27.7366667222
2015-10-14 01:50:00+08:00,Non-working Hours,Zone 3,27.7551251312
2015-10-14 02:00:00+08:00,Non-working Hours,Zone 3,27.7741667431
2015-10-14 02:10:00+08:00,Non-working Hours,Zone 3,27.7942502938
2015-10-14 02:20:00+08:00,Non-working Hours,Zone 3,27.8095001375
2015-10-14 02:30:00+08:00,Non-working Hours,Zone 3,27.7648611736
2015-10-14 02:40:00+08:00,Non-working Hours,Zone 3,27.77175025
2015-10-14 02:50:00+08:00,Non-working Hours,Zone 3,27.7969448958
2015-10-14 03:00:00+08:00,Non-working Hours,Zone 3,27.7957503813
2015-10-14 03:10:00+08:00,Non-working Hours,Zone 3,27.7658334514
2015-10-14 03:20:00+08:00,Non-working Hours,Zone 3,27.7556250687
2015-10-14 03:30:00+08:00,Non-working Hours,Zone 3,27.7346250938
2015-10-14 03:40:00+08:00,Non-working Hours,Zone 3,27.7623610347
2015-10-14 03:50:00+08:00,Non-working Hours,Zone 3,27.7601251
2015-10-14 04:00:00+08:00,Non-working Hours,Zone 3,27.7602776667
2015-10-14 04:10:00+08:00,Non-working Hours,Zone 3,27.7271249437
2015-10-14 04:20:00+08:00,Non-working Hours,Zone 3,27.6773749438
2015-10-14 04:30:00+08:00,Non-working Hours,Zone 3,27.7002777986
2015-10-14 04:40:00+08:00,Non-working Hours,Zone 3,27.7344723083
2015-10-14 04:50:00+08:00,Non-working Hours,Zone 3,27.6955556722
2015-10-14 05:00:00+08:00,Non-working Hours,Zone 3,27.7195000563
2015-10-14 05:10:00+08:00,Non-working Hours,Zone 3,27.7931944445
2015-10-14 05:20:00+08:00,Non-working Hours,Zone 3,27.8357502313
2015-10-14 05:30:00+08:00,Non-working Hours,Zone 3,27.8524725792
2015-10-14 05:40:00+08:00,Non-working Hours,Zone 3,27.8489031236
2015-10-14 05:50:00+08:00,Non-working Hours,Zone 3,27.863125425
2015-10-14 06:00:00+08:00,Non-working Hours,Zone 3,27.9008330486
2015-10-14 21:00:00+08:00,Non-working Hours,Zone 3,27.1977500625
2015-10-14 21:10:00+08:00,Non-working Hours,Zone 3,27.2323611042
2015-10-14 21:20:00+08:00,Non-working Hours,Zone 3,27.2110000812
2015-10-14 21:30:00+08:00,Non-working Hours,Zone 3,27.2327500563
2015-10-14 21:40:00+08:00,Non-working Hours,Zone 3,27.2211110972
2015-10-14 21:50:00+08:00,Non-working Hours,Zone 3,27.2282500125
2015-10-14 22:00:00+08:00,Non-working Hours,Zone 3,27.1941666528
2015-10-14 22:10:00+08:00,Non-working Hours,Zone 3,27.2416250063
2015-10-14 22:20:00+08:00,Non-working Hours,Zone 3,27.2882499688
2015-10-14 22:30:00+08:00,Non-working Hours,Zone 3,27.307083257
2015-10-14 22:40:00+08:00,Non-working Hours,Zone 3,27.2976250125
2015-10-14 22:50:00+08:00,Non-working Hours,Zone 3,27.3522223472
2015-10-14 23:00:00+08:00,Non-working Hours,Zone 3,27.3422500312
2015-10-15 00:00:00+08:00,Non-working Hours,Zone 3,27.5174997125
