,B10_Area3for2_A_Ahu1_DOAS_FanSuEh_FlSu,B10_Area3for2_A_Ahu2_DOAS_FanSuEh_FlSu,B10_Area3for2_A_Ahu2_FCU_FanRc_FlSu,B10_Area3for2_A_Ahu3_DOAS_FanSuEh_FlSu,B10_Area3for2_A_Ahu4_DOAS_FanSuEh_FlSu
2017-01-09 11:10:00+08:00,49.859998703,0.0,129.850006103,118.25,135.13999176
2017-01-09 11:15:00+08:00,48.7599983215,0.0,127.866668701,116.25,135.253331502
2017-01-09 11:20:00+08:00,48.9799976349,0.0,130.250007629,120.350002289,136.859992981
2017-01-09 11:25:00+08:00,48.4666646321,0.0,130.150004069,115.316668193,135.266662597
2017-01-09 11:30:00+08:00,49.3799991608,0.0,130.950004578,118.975002289,135.959991455
2017-01-09 11:35:00+08:00,50.1199989319,0.0,131.950002035,118.200002035,135.87999471
2017-01-09 11:40:00+08:00,48.9599990845,0.0,128.75,118.75,138.419998169
2017-01-09 11:45:00+08:00,49.5866661072,0.0,131.050003052,114.316668193,136.106664022
2017-01-09 11:50:00+08:00,49.5599994659,0.0,130.949996948,118.975002289,136.939994812
2017-01-09 11:55:00+08:00,49.5066655477,0.0,129.883336385,119.183336894,135.759999593
2017-01-09 12:00:00+08:00,47.9399986267,0.0,125.775001526,119.650001526,138.800003051
2017-01-09 12:05:00+08:00,48.6133321126,0.0,128.766670227,117.800000509,138.039998372
2017-01-09 12:10:00+08:00,49.1399993897,0.0,133.575004578,108.924999237,137.180000305
2017-01-09 12:15:00+08:00,49.3333320617,0.0,132.583333333,118.983334859,137.906661987
2017-01-09 12:20:00+08:00,48.7399978638,0.0,128.425003052,122.325004578,137.180000305
2017-01-09 12:25:00+08:00,48.5599975586,0.0,127.800006866,120.900001526,138.860000611
2017-01-09 12:30:00+08:00,50.0399990081,0.0,125.200004578,115.400001526,138.160003662
2017-01-09 12:35:00+08:00,49.5066655477,0.0,127.616666158,118.816670736,139.373326619
2017-01-09 12:40:00+08:00,48.0199985504,0.0,133.125007629,124.174999237,139.160003662
2017-01-09 12:45:00+08:00,48.7333323161,0.0,131.933334351,118.833335877,140.066665649
2017-01-09 12:50:00+08:00,49.6399993897,0.0,134.050003051,120.500003815,141.739997864
2017-01-09 12:55:00+08:00,49.4933306376,0.0,132.616668701,118.700002035,138.933329264
2017-01-09 13:00:00+08:00,48.7600002289,0.0,130.250007629,120.150001526,139.27999115
2017-01-09 13:05:00+08:00,48.8933334351,0.0,131.16666921,110.683334351,140.359995524
2017-01-09 13:10:00+08:00,47.9999980927,0.0,131.725006104,118.450000763,138.919998169
2017-01-09 13:15:00+08:00,56.5866648356,0.0,129.033340454,118.883336385,138.959996541
2017-01-09 13:20:00+08:00,110.179996491,0.0,130.975006104,118.625,137.759994506
2017-01-09 13:25:00+08:00,149.639994303,0.0,131.033335368,121.800000509,139.719996135
2017-01-09 13:30:00+08:00,152.299995422,0.0,131.25,117.800003052,138.0
2017-01-09 13:35:00+08:00,151.679997762,0.0,133.016667684,121.133333842,138.133331299
2017-01-09 13:40:00+08:00,150.159996033,0.0,132.800003052,124.625003815,139.0
2017-01-09 13:45:00+08:00,150.73332723,0.0,132.483337402,113.650001526,140.30666097
2017-01-09 13:50:00+08:00,150.379997253,0.0,131.275009155,119.325000763,139.899993897
2017-01-09 13:55:00+08:00,149.493331909,0.0,131.083333333,118.100001017,138.479995728
2017-01-09 14:00:00+08:00,150.059997559,0.0,131.575004578,120.375003815,139.339996338
2017-01-09 14:05:00+08:00,148.399993896,0.0,132.750005087,118.950004578,139.199991862
2017-01-09 14:10:00+08:00,149.259994507,0.0,131.325004578,120.850002289,140.359992981
2017-01-09 14:15:00+08:00,149.746663411,0.0,130.550003052,117.800000509,137.839996338
2017-01-09 14:20:00+08:00,149.199996948,0.0,131.400001526,116.925003052,140.219993591
2017-01-09 14:25:00+08:00,149.773330688,0.0,132.866673787,111.033335368,139.159998576
2017-01-09 14:30:00+08:00,148.879997253,0.0,133.275001526,112.225002289,141.739997864
2017-01-09 14:35:00+08:00,148.613327026,0.0,133.450002034,117.433334351,139.279998779
2017-01-09 14:40:00+08:00,148.839996338,0.0,129.700004578,119.275001526,139.699996948
2017-01-09 14:45:00+08:00,149.439997355,0.0,133.750005087,115.066668193,139.120000203
2017-01-09 14:50:00+08:00,149.360000611,0.0,134.775009155,111.549999237,137.99999237
2017-01-09 14:55:00+08:00,150.399993897,0.0,135.616668701,108.483334859,137.079996745
2017-01-09 15:00:00+08:00,150.519996643,0.0,133.450004578,117.275001526,139.159996033
2017-01-09 15:05:00+08:00,148.466664632,0.0,130.25,119.91666921,139.679997762
2017-01-09 15:10:00+08:00,149.540000916,0.0,127.650005341,118.400001526,139.019996643
2017-01-09 15:15:00+08:00,148.359995524,0.0,130.75,115.033332825,139.173329671
2017-01-09 15:20:00+08:00,149.279998779,0.0,131.300003052,118.099998474,145.239990234
2017-02-10 15:25:00+08:00,48.3999977112,0.0,36.7999992371,118.600002289,138.619995117
2017-02-10 15:30:00+08:00,48.1199989319,0.0,36.6250019073,116.075004578,138.900001525
2017-02-10 15:35:00+08:00,48.8533312479,0.0,36.683333079,119.316668193,137.186665853
2017-02-10 15:40:00+08:00,48.6800003052,0.0,37.1500015259,120.025001526,139.339996338
2017-02-10 15:45:00+08:00,48.039999644,0.0,36.25,118.616668701,140.186660766
2017-02-10 15:50:00+08:00,48.7399997711,0.0,36.9249992371,114.500003815,140.519996643
2017-02-10 15:55:00+08:00,48.0933329265,0.0,36.4833335876,117.033335368,138.63999939
2017-02-10 16:00:00+08:00,48.6999988556,0.0,36.9250011444,116.775001526,138.539993286
2017-02-10 16:05:00+08:00,48.1866658529,0.0,37.2333335877,117.866668701,138.21333313
2017-02-10 16:10:00+08:00,48.3999977112,0.0,37.4500007629,117.475002289,140.619995117
2017-02-10 16:15:00+08:00,48.4399986267,0.0,37.633333842,117.483334859,140.079996745
2017-02-10 16:20:00+08:00,48.8399982453,0.0,38.5,113.650001526,136.479995728
2017-02-10 16:25:00+08:00,48.6799990336,0.0,42.3666674296,119.066668193,139.586664835
2017-02-10 16:30:00+08:00,49.4599990845,0.0,45.4500007629,115.450000763,139.039993287
2017-02-10 16:35:00+08:00,48.1866658529,0.0,46.3166681925,113.850001017,141.053329468
2017-02-10 16:40:00+08:00,47.6399993897,0.0,45.1000003815,120.075000763,141.619995117
2017-02-10 16:45:00+08:00,48.8266665141,0.0,50.0833333334,118.716667175,136.200002034
2017-02-10 16:50:00+08:00,47.7199993134,0.0,48.3500003815,107.700000763,129.639995575
2017-02-10 16:55:00+08:00,48.5733324687,0.0,57.5500005086,112.600003561,129.853327433
2017-02-10 17:00:00+08:00,47.9599990845,0.0,79.0,112.350002289,119.479999542
2017-02-10 17:05:00+08:00,48.2933324178,0.0,91.3666687012,119.150004069,110.773333232
2017-02-10 17:10:00+08:00,48.4999980927,0.0,83.6500015259,118.200000763,102.919998169
2017-02-10 17:15:00+08:00,49.3333333333,0.0,66.0166676839,117.616668701,93.2399978637
2017-02-10 17:20:00+08:00,48.5999984741,0.0,58.8500022888,114.900001526,83.719997406
2017-02-10 17:25:00+08:00,48.879998525,0.0,54.5000012715,117.41666921,64.919998169
2017-02-10 17:30:00+08:00,47.8799991608,0.0,47.6750011444,120.525001526,52.9799976349
2017-02-10 17:35:00+08:00,48.7199986776,0.0,40.4166679382,109.533335368,45.1999982198
2017-02-10 17:40:00+08:00,48.6999988556,0.0,39.4750003815,118.400001526,45.5599994659
2017-02-10 17:45:00+08:00,48.4799982707,0.0,38.3666674296,116.783332825,46.7333335877
2017-02-10 17:50:00+08:00,48.2199993134,0.0,38.9750003815,116.674999237,45.5799999237
2017-02-10 17:55:00+08:00,48.4533335368,0.0,38.4333343506,116.633336385,45.4000002543
2017-02-10 18:00:00+08:00,47.9599990844,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-02-10 18:05:00+08:00,47.8933321635,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-02-10 18:10:00+08:00,49.1999988556,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 18:15:00+08:00,48.5333328247,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 18:20:00+08:00,48.9999980927,0.0,-0.0250000003725,-0.0750000011176,-0.0399999991059
2017-02-10 18:25:00+08:00,48.3733317057,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-10 18:30:00+08:00,49.0399990082,0.0,-0.050000000745,-0.0500000007451,-0.0199999995529
2017-02-10 18:35:00+08:00,48.7599995931,0.0,-0.016666666915,-0.0500000007451,-0.0266666660706
2017-02-10 18:40:00+08:00,48.1599979401,0.0,0.0,-0.0750000011176,-0.0199999995529
2017-02-10 18:45:00+08:00,49.2533327739,0.0,-0.0333333338301,-0.06666666766,-0.0266666660706
2017-02-10 18:50:00+08:00,49.4399986267,0.0,-0.0250000003725,-0.0500000007451,-0.0199999995529
2017-02-10 18:55:00+08:00,48.6266657511,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-10 19:00:00+08:00,48.5799980164,0.0,-0.0750000011176,-0.0750000011176,0.0
2017-02-10 19:05:00+08:00,48.853331248,0.0,-0.016666666915,-0.0500000007451,0.0
2017-02-10 19:10:00+08:00,48.2000007629,0.0,-0.0500000007451,-0.0500000007451,0.0
2017-02-10 19:15:00+08:00,48.2933324178,0.0,-0.016666666915,-0.0500000007451,-0.0266666660706
2017-02-10 19:20:00+08:00,47.2999992371,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-10 19:25:00+08:00,48.1733309428,0.0,-0.0333333338301,-0.083333334575,-0.0399999991059
2017-02-10 19:30:00+08:00,48.1799983978,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-02-10 19:35:00+08:00,48.1333325704,0.0,-0.016666666915,-0.0666666676601,-0.0399999991059
2017-02-10 19:40:00+08:00,48.359998703,0.0,-0.0250000003725,-0.10000000149,-0.0399999991059
2017-02-10 19:45:00+08:00,46.8133328756,0.0,-0.0333333338301,-0.083333334575,-0.0266666660706
2017-02-10 19:50:00+08:00,48.0599994659,0.0,-0.0250000003725,-0.0500000007451,-0.0199999995529
2017-02-10 19:55:00+08:00,48.4133326212,0.0,-0.0500000007451,-0.050000000745,0.0
2017-02-10 20:00:00+08:00,0.0,0.0,-0.0750000011176,-0.0750000011176,-0.0399999991059
2017-02-10 20:05:00+08:00,0.0,0.0,-0.0333333338301,-0.050000000745,-0.0399999991059
2017-02-10 20:10:00+08:00,-0.0199999995529,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-02-10 20:15:00+08:00,0.0,0.0,0.0,-0.083333334575,-0.0266666660706
2017-02-10 20:20:00+08:00,0.0,0.0,-0.0500000007451,-0.0250000003725,-0.0399999991059
2017-02-10 20:25:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-10 20:30:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 20:35:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-02-10 20:40:00+08:00,-0.0199999995529,0.0,-0.0250000003725,-0.0750000011176,-0.0399999991059
2017-02-10 20:45:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 20:50:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 20:55:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.083333334575,-0.0133333330353
2017-02-10 21:00:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 21:05:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 21:10:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 21:15:00+08:00,0.0,0.0,-0.0333333338301,-0.0666666676601,-0.0399999991059
2017-02-10 21:20:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-02-10 21:25:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0133333330353
2017-02-10 21:30:00+08:00,-0.0399999991059,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-10 21:35:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,0.0
2017-02-10 21:40:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 21:45:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.0500000007451,0.0
2017-02-10 21:50:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-02-10 21:55:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-02-10 22:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 22:05:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-02-10 22:10:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 22:15:00+08:00,0.0,0.0,-0.0666666676601,-0.0500000007451,-0.0399999991059
2017-02-10 22:20:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 22:25:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 22:30:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-10 22:35:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0500000007451,-0.0133333330353
2017-02-10 22:40:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-10 22:45:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0333333338301,-0.0266666660706
2017-02-10 22:50:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 22:55:00+08:00,0.0,0.0,-0.0333333338301,-0.0500000007451,-0.0266666660706
2017-02-10 23:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-10 23:05:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-02-10 23:10:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-02-10 23:15:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0266666660706
2017-02-10 23:20:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,0.0
2017-02-10 23:25:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0666666676601,0.0
2017-02-10 23:30:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-10 23:35:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0133333330353
2017-02-10 23:40:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-10 23:45:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-02-10 23:50:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-10 23:55:00+08:00,0.0,0.0,-0.0500000007451,-0.0333333338301,-0.0133333330353
2017-02-11 00:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-11 00:05:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-11 00:10:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,0.0
2017-02-11 00:15:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0133333330353
2017-02-11 00:20:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 00:25:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-02-11 00:30:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-02-11 00:35:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-11 00:40:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,0.0
2017-02-11 00:45:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0266666660706
2017-02-11 00:50:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-02-11 00:55:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-02-11 01:00:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,0.0
2017-02-11 01:05:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,-0.0266666660706
2017-02-11 01:10:00+08:00,-0.0399999991059,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 01:15:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-02-11 01:20:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 01:25:00+08:00,-0.0133333330353,0.0,0.0,-0.0500000007451,-0.0266666660706
2017-02-11 01:30:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 01:35:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0133333330353
2017-02-11 01:40:00+08:00,-0.0399999991059,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 01:45:00+08:00,-0.0133333330353,0.0,-0.016666666915,-0.0666666676601,-0.0399999991059
2017-02-11 01:50:00+08:00,-0.0399999991059,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-11 01:55:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.0500000007451,-0.0266666660706
2017-02-11 02:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-02-11 02:05:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0133333330353
2017-02-11 02:10:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 02:15:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0133333330353
2017-02-11 02:20:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-02-11 02:25:00+08:00,-0.0266666660706,0.0,0.0,-0.0500000007451,-0.0133333330353
2017-02-11 02:30:00+08:00,0.0,0.0,-0.0250000003725,-0.10000000149,-0.0199999995529
2017-02-11 02:35:00+08:00,0.0,0.0,-0.0500000007451,-0.016666666915,-0.0266666660706
2017-02-11 02:40:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,0.0
2017-02-11 02:45:00+08:00,-0.0133333330353,0.0,-0.016666666915,-0.0666666676601,-0.0266666660706
2017-02-11 02:50:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,0.0
2017-02-11 02:55:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-02-11 03:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0199999995529
2017-02-11 03:05:00+08:00,0.0,0.0,0.0,-0.083333334575,-0.0266666660706
2017-02-11 03:10:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 03:15:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,0.0
2017-02-11 03:20:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-02-11 03:25:00+08:00,-0.0266666660706,0.0,-0.050000000745,-0.083333334575,-0.0266666660706
2017-02-11 03:30:00+08:00,-0.0199999995529,0.0,-0.0250000003725,-0.0500000007451,0.0
2017-02-11 03:35:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,-0.0266666660706
2017-02-11 03:40:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-11 03:45:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-02-11 03:50:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-02-11 03:55:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.050000000745,-0.0399999991059
2017-02-11 04:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-02-11 04:05:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.10000000149,-0.0266666660706
2017-02-11 04:10:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-11 04:15:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0399999991059
2017-02-11 04:20:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0399999991059
2017-02-11 04:25:00+08:00,0.0,0.0,-0.016666666915,-0.0666666676601,-0.0266666660706
2017-02-11 04:30:00+08:00,-0.0199999995529,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-02-11 04:35:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.083333334575,-0.0133333330353
2017-02-11 04:40:00+08:00,0.0,0.0,0.0,-0.0500000007451,0.0
2017-02-11 04:45:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0266666660706
2017-02-11 04:50:00+08:00,0.0,0.0,-0.0250000003725,-0.10000000149,-0.0599999986589
2017-02-11 04:55:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0266666660706
2017-02-11 05:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-11 05:05:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-02-11 05:10:00+08:00,0.0,0.0,-0.0250000003725,-0.10000000149,-0.0199999995529
2017-02-11 05:15:00+08:00,-0.0133333330353,0.0,-0.016666666915,-0.0666666676601,-0.0133333330353
2017-02-11 05:20:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-02-11 05:25:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,0.0
2017-02-11 05:30:00+08:00,0.0,0.0,0.0,-0.10000000149,-0.0399999991059
2017-02-11 05:35:00+08:00,-0.0133333330353,0.0,-0.016666666915,-0.0500000007451,-0.0266666660706
2017-02-11 05:40:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0199999995529
2017-02-11 05:45:00+08:00,-0.0133333330353,0.0,-0.0666666676601,-0.0666666676601,-0.0266666660706
2017-02-11 05:50:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 05:55:00+08:00,0.0,0.0,-0.016666666915,-0.0666666676601,-0.0133333330353
2017-02-11 06:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-11 06:05:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.083333334575,-0.0133333330353
2017-02-11 06:10:00+08:00,0.0,0.0,0.0,-0.0750000011176,-0.0199999995529
2017-02-11 06:15:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-02-11 06:20:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 06:25:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0266666660706
2017-02-11 06:30:00+08:00,0.0,0.0,-0.10000000149,-0.10000000149,-0.0399999991059
2017-02-11 06:35:00+08:00,-0.0133333330353,0.0,-0.016666666915,-0.0666666676601,-0.0399999991059
2017-02-11 06:40:00+08:00,0.0,0.0,0.0,-0.0500000007451,-0.0399999991059
2017-02-11 06:45:00+08:00,-0.0133333330353,0.0,-0.016666666915,-0.083333334575,-0.0399999991059
2017-02-11 06:50:00+08:00,0.0,0.0,-0.0250000003725,-0.10000000149,-0.0199999995529
2017-02-11 06:55:00+08:00,0.0,0.0,-0.0333333338301,-0.0666666676601,-0.0399999991059
2017-02-11 07:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-02-11 07:05:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-02-11 07:10:00+08:00,-0.0199999995529,0.0,0.0,-0.0750000011176,-0.0399999991059
2017-02-11 07:15:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-02-11 07:20:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0199999995529
2017-02-11 07:25:00+08:00,0.0,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-11 07:30:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-11 07:35:00+08:00,0.0,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-11 07:40:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-02-11 07:45:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,-0.0399999991059
2017-02-11 07:50:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-02-11 07:55:00+08:00,0.0,0.0,0.0,-0.0500000007451,-0.0266666660706
2017-02-11 08:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0399999991059
2017-02-11 08:05:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-02-11 08:10:00+08:00,0.0,0.0,0.0,-0.0750000011176,-0.0399999991059
2017-02-11 08:15:00+08:00,0.0,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-02-11 08:20:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0199999995529
2017-02-11 08:25:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0399999991059
2017-02-11 08:30:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-02-11 08:35:00+08:00,0.0,0.0,-0.0333333338301,-0.0500000007451,-0.0266666660706
2017-02-11 08:40:00+08:00,-0.0199999995529,0.0,-0.0250000003725,-0.0750000011176,-0.0199999995529
2017-02-11 08:45:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.050000000745,-0.0266666660706
2017-02-11 08:50:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-02-11 08:55:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0266666660706
2017-02-11 09:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-02-11 09:05:00+08:00,0.0,0.0,-0.0333333338301,-0.0666666676601,-0.0266666660706
2017-02-11 09:10:00+08:00,-0.0199999995529,0.0,0.0,-0.10000000149,-0.0399999991059
2017-02-11 09:15:00+08:00,-0.0133333330353,0.0,-0.016666666915,-0.0666666676601,-0.0266666660706
2017-02-11 09:20:00+08:00,0.0,0.0,0.0,-0.0500000007451,-0.0399999991059
2017-02-11 09:25:00+08:00,0.0,0.0,-0.016666666915,-0.050000000745,-0.0133333330353
2017-02-11 09:30:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-02-11 09:35:00+08:00,0.0,0.0,-0.0333333338301,-0.050000000745,-0.0399999991059
2017-02-11 09:40:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
