Location,Block10,Block3,BoardRoom,BoardRoom,BoardRoom,BoardRoom,BoardRoom,BoardRoom,FinanceOffice1,FinanceOffice1,FinanceOffice1,FinanceOffice2,FinanceOffice2,FinanceOffice2,FinanceOffice3,FinanceOffice3,FinanceOffice3,FinanceSecretary,FinanceSecretary,HRDirector,HRDirector,HRDirector,HRMeeting,HRMeeting,HRMeeting,HROffice1,HROffice1,HROffice2,HROffice2,HeadofSchool,HeadofSchool,HeadofSchool,HeadofSchoolSecretary,HeadofSchoolSecretary,HeadofSchoolSecretary,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,Pantry,Pantry,Pantry,Pantry,Pantry
DeviceNum,Num0,Num0,Num0,Num1,Num2,Num3,Num4,Num5,Num0,Num1,Num2,Num0,Num1,Num2,Num0,Num1,Num2,Num0,Num1,Num0,Num1,Num2,Num0,Num1,Num2,Num0,Num1,Num0,Num1,Num0,Num1,Num2,Num0,Num1,Num2,Num0,Num1,Num2,Num3,Num4,Num5,Num6,Num0,Num1,Num2,Num3,Num4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20 13:10:00+08:00,,,60.0,60.0,61.0,62.0,62.0,62.0,56.0,56.0,56.0,58.0,57.0,54.0,55.5,57.0,58.0,58.0,58.0,59.0,58.0,59.0,59.0,59.5,60.0,60.0,57.0,60.0,58.0,61.0,60.0,66.0,59.0,60.0,58.0,60.0,59.0,64.0,59.0,59.5,59.0,60.0,61.0,60.5,59.5,64.5,61.0
2017-02-20 13:15:00+08:00,,,59.6666666667,60.0,60.3333333333,62.0,61.0,62.0,56.0,56.0,56.0,58.0,57.0,54.0,56.0,57.0,58.0,58.0,58.0,59.0,58.0,58.3333333333,59.0,60.0,60.0,60.0,57.0,60.0,58.0,61.0,60.0,66.0,59.0,59.6666666667,58.3333333333,60.0,59.3333333333,64.0,59.0,60.0,59.0,59.6666666667,61.0,60.6666666667,59.0,65.3333333333,61.0
2017-02-20 13:20:00+08:00,,,59.0,60.0,60.0,62.0,61.0,62.0,56.0,55.0,56.0,58.0,57.0,54.0,56.0,57.5,58.5,58.0,58.0,59.0,58.0,58.0,59.0,60.0,60.0,60.0,57.0,60.0,58.0,61.0,60.0,66.0,59.0,60.0,58.0,60.0,60.0,64.0,59.0,60.0,59.0,59.0,61.0,60.0,59.0,63.5,61.0
2017-02-20 13:25:00+08:00,,,59.0,59.6666666667,60.0,62.0,61.3333333333,62.0,56.0,55.3333333333,56.0,58.3333333333,57.6666666667,54.6666666667,56.0,57.3333333333,58.6666666667,58.6666666667,58.3333333333,59.0,58.0,59.0,59.0,60.0,60.6666666667,60.0,57.0,60.6666666667,58.0,61.0,60.0,66.0,59.0,60.0,58.0,60.0,59.6666666667,64.0,59.0,59.3333333333,59.0,59.6666666667,60.6666666667,60.3333333333,59.0,65.3333333333,61.0
2017-02-20 13:30:00+08:00,,,59.0,60.0,60.0,62.0,61.0,62.0,56.0,55.5,56.0,59.0,58.0,55.0,56.0,58.0,59.0,59.0,58.5,59.0,58.0,59.0,59.5,60.0,61.0,60.0,57.0,61.0,58.0,61.0,60.0,66.0,59.0,60.0,58.0,60.5,60.0,64.0,59.5,59.5,59.0,59.0,60.0,61.0,59.0,63.0,61.0
2017-02-20 13:35:00+08:00,,,59.0,60.0,60.0,62.0,61.0,62.0,56.0,55.0,56.0,59.0,58.0,55.0,56.0,58.0,59.0,59.0,59.0,59.0,58.0,59.0,59.6666666667,60.0,60.0,60.0,57.0,60.3333333333,58.0,61.0,60.0,66.0,59.0,59.0,58.0,61.0,60.0,64.0,59.0,59.0,59.0,59.6666666667,60.0,60.3333333333,59.0,64.6666666667,61.0
2017-02-20 13:40:00+08:00,,,59.0,59.5,60.0,62.0,61.0,62.0,56.0,55.0,55.5,59.0,58.0,55.0,56.0,58.0,59.0,59.0,59.0,59.0,58.0,58.5,60.0,60.0,60.0,60.0,57.0,61.0,58.0,61.0,60.0,66.0,59.0,59.5,58.0,60.5,59.5,64.0,59.5,60.0,59.0,59.0,60.0,60.0,59.0,64.5,60.5
2017-02-20 13:45:00+08:00,,,59.0,60.0,60.0,62.0,61.0,62.0,56.0,55.0,55.0,59.0,58.0,55.0,56.3333333333,58.0,59.0,59.0,59.0,59.0,58.0,59.0,60.0,60.0,61.0,60.0,57.0,61.0,58.0,61.0,60.0,66.0,59.0,59.3333333333,58.0,61.0,60.0,64.0,60.0,59.0,59.0,59.0,60.0,60.0,59.0,64.6666666667,60.0
2017-02-20 13:50:00+08:00,,,59.0,60.0,60.0,62.0,61.0,62.0,56.0,55.0,55.0,59.0,58.0,55.0,56.0,58.0,59.0,59.0,59.0,59.0,58.0,59.0,60.0,60.0,61.0,60.0,57.0,60.0,58.0,61.0,60.0,66.0,59.0,59.0,58.5,61.0,60.0,64.0,60.0,59.0,59.0,59.0,60.0,60.5,59.0,65.0,60.0
2017-02-20 13:55:00+08:00,,,59.3333333333,60.0,60.0,61.6666666667,61.0,61.6666666667,56.0,55.3333333333,56.0,59.0,58.0,55.0,56.0,58.0,59.3333333333,59.0,59.0,59.0,58.0,59.0,60.0,60.0,61.0,60.0,57.0,60.3333333333,58.0,61.0,60.0,66.0,59.0,59.6666666667,58.0,61.0,60.0,64.0,59.6666666667,59.3333333333,59.0,58.6666666667,60.0,60.6666666667,59.0,65.0,60.0
2017-02-20 14:00:00+08:00,,,59.5,60.0,61.0,62.0,61.0,61.0,56.0,56.0,56.0,59.0,58.0,55.0,56.0,58.0,60.0,59.0,59.0,59.0,58.0,59.0,60.0,60.0,61.0,60.0,57.5,61.0,58.0,61.0,60.0,66.0,59.0,60.0,59.0,61.0,60.0,64.0,59.0,59.0,59.0,59.0,60.0,61.0,59.0,64.5,60.5
2017-02-20 14:05:00+08:00,,,59.6666666667,60.0,61.0,62.0,61.3333333333,61.0,56.0,56.0,56.0,59.0,58.0,55.0,56.0,58.0,60.0,59.0,59.0,59.0,58.0,59.0,59.0,60.0,60.3333333333,60.0,57.0,61.0,58.0,61.0,60.0,66.0,59.0,60.0,58.3333333333,60.3333333333,60.0,64.0,59.0,59.3333333333,59.0,58.3333333333,60.0,60.3333333333,59.0,65.0,60.0
2017-02-20 14:10:00+08:00,,,61.0,60.0,61.5,61.5,61.5,61.0,56.0,56.0,56.0,59.0,58.0,55.0,56.0,58.0,59.5,59.0,59.0,59.0,58.0,59.0,59.0,60.0,61.0,60.5,57.5,61.0,58.0,61.0,60.0,66.0,59.0,60.0,59.0,60.0,60.0,64.0,59.0,60.5,59.0,58.0,60.0,60.5,59.0,65.5,60.0
2017-02-20 14:15:00+08:00,,,61.0,60.3333333333,61.0,62.0,61.3333333333,61.0,56.0,56.0,56.0,59.0,58.0,55.0,57.0,58.0,58.3333333333,59.0,59.0,59.0,58.0,58.0,59.0,60.0,61.0,61.0,58.0,60.6666666667,58.0,61.0,60.0,66.0,59.0,60.0,59.0,61.0,60.0,64.0,59.3333333333,59.3333333333,59.0,58.6666666667,60.0,60.6666666667,59.0,62.6666666667,60.0
2017-02-20 14:20:00+08:00,,,61.0,60.0,61.0,62.0,62.0,61.0,56.0,56.0,56.0,59.0,58.0,55.5,56.0,57.5,57.5,59.0,59.0,59.0,58.0,58.0,59.0,60.0,61.0,61.0,58.0,60.0,58.0,61.0,60.0,66.0,59.0,60.0,58.5,61.0,59.5,64.0,59.0,59.0,59.0,58.0,60.0,61.0,59.0,65.5,60.0
2017-02-20 14:25:00+08:00,,,61.0,60.0,61.0,61.0,62.0,61.0,56.0,56.0,56.0,59.0,58.0,55.3333333333,56.0,57.0,57.0,59.0,58.6666666667,59.0,58.0,58.0,59.0,60.0,61.0,61.0,57.6666666667,60.0,58.0,61.0,60.0,66.0,59.0,59.6666666667,58.6666666667,60.0,59.0,64.0,59.0,59.3333333333,59.0,58.0,60.0,60.3333333333,59.0,64.0,60.0
2017-02-20 14:30:00+08:00,,,61.0,60.0,61.0,61.0,62.0,61.0,56.0,56.0,56.0,59.0,58.0,55.0,56.0,57.0,57.0,59.0,58.5,59.0,58.0,58.0,59.0,59.0,61.0,61.0,58.0,60.0,58.0,61.0,60.0,66.0,59.0,59.5,58.0,60.0,59.0,64.0,59.0,59.0,59.0,58.0,60.0,60.0,59.0,62.5,60.0
2017-02-20 14:35:00+08:00,,,61.0,60.0,61.0,61.0,62.0,61.0,56.0,56.0,56.0,59.0,58.0,55.0,56.0,57.0,56.6666666667,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,58.0,60.0,58.0,61.0,60.0,66.0,59.0,60.0,58.0,60.0,59.0,64.0,59.0,59.0,59.0,58.6666666667,60.0,60.0,59.0,64.3333333333,60.0
2017-02-20 14:40:00+08:00,,,61.0,60.0,61.0,61.0,62.0,61.0,56.0,56.0,56.0,59.0,58.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,61.0,61.0,58.0,60.0,58.0,61.0,59.5,66.0,59.0,59.0,58.0,60.0,59.0,64.0,59.0,59.0,59.0,58.5,60.0,60.0,59.0,64.5,59.0
2017-02-20 14:45:00+08:00,,,61.0,60.3333333333,61.3333333333,61.0,62.0,61.0,56.0,56.0,56.0,59.0,58.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,61.0,61.0,58.0,60.0,58.0,60.0,60.0,66.0,59.0,59.3333333333,58.0,60.0,59.0,64.0,59.0,60.0,59.0,58.3333333333,60.0,60.0,59.0,63.6666666667,59.3333333333
2017-02-20 14:50:00+08:00,,,60.0,60.0,61.0,61.0,62.0,61.0,57.0,56.0,56.0,59.0,58.0,55.5,56.0,57.0,56.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,61.0,61.0,58.0,61.0,58.0,60.0,59.5,66.0,59.0,60.0,58.0,60.0,59.0,64.0,59.0,59.0,59.0,58.5,60.0,60.0,59.0,61.0,59.0
2017-02-20 14:55:00+08:00,,,60.0,60.0,61.0,61.0,62.3333333333,61.0,56.3333333333,56.0,56.0,59.0,58.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.3333333333,59.0,59.0,61.0,60.6666666667,58.0,61.0,58.3333333333,60.0,59.6666666667,66.0,59.0,59.3333333333,58.0,60.0,59.0,63.0,59.0,59.3333333333,59.0,58.3333333333,60.0,60.0,59.0,66.0,59.3333333333
2017-02-20 15:00:00+08:00,,,60.0,60.0,61.0,61.0,62.0,61.0,57.0,56.0,56.0,59.0,58.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,58.0,61.0,58.0,60.0,59.0,66.0,58.5,59.0,58.0,60.0,59.0,63.0,59.0,58.0,59.0,58.5,60.0,60.0,59.0,65.0,60.0
2017-02-20 15:05:00+08:00,,,59.3333333333,60.0,60.3333333333,61.0,62.0,61.0,57.0,56.0,56.0,59.0,57.6666666667,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,58.0,61.0,58.0,60.0,59.0,66.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,59.0,59.0,58.0,60.0,60.0,59.0,66.0,60.0
2017-02-20 15:10:00+08:00,,,59.0,60.0,60.0,61.0,62.0,61.0,57.0,56.0,56.0,59.0,57.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,58.0,61.0,58.0,60.0,59.0,66.0,58.5,59.0,58.0,60.0,59.0,63.0,59.0,58.0,58.5,58.0,60.0,60.0,59.0,65.5,60.0
2017-02-20 15:15:00+08:00,,,59.0,59.3333333333,60.0,61.0,62.0,61.0,57.0,57.0,56.0,59.0,57.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,58.0,61.0,58.0,60.0,59.3333333333,66.0,58.0,59.0,58.0,60.0,59.0,63.0,59.0,58.3333333333,58.0,58.0,60.3333333333,60.0,59.0,64.6666666667,60.0
2017-02-20 15:20:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,57.0,57.0,56.0,59.0,57.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,58.0,61.0,58.0,60.0,59.5,66.0,58.0,59.5,58.0,60.0,59.0,63.0,59.0,58.5,58.0,58.5,61.0,60.5,59.0,67.0,60.0
2017-02-20 15:25:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,57.0,57.0,56.0,59.0,57.0,55.0,56.0,56.6666666667,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,57.0,61.0,58.0,60.0,59.0,66.0,58.3333333333,59.0,58.0,60.0,59.0,63.0,59.0,58.6666666667,58.0,58.3333333333,60.6666666667,61.0,59.0,64.3333333333,60.0
2017-02-20 15:30:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,57.0,57.0,56.0,59.0,57.0,55.0,56.0,56.5,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,57.0,61.0,58.0,60.0,59.5,66.0,58.5,59.0,58.0,60.0,59.5,63.0,59.5,59.0,58.5,58.0,60.0,61.0,59.0,63.0,60.0
2017-02-20 15:35:00+08:00,,,59.0,59.3333333333,60.0,61.0,62.0,61.3333333333,57.0,57.0,56.0,59.0,57.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.0,57.0,60.6666666667,58.0,60.3333333333,60.0,66.0,58.3333333333,60.0,58.0,60.0,59.0,63.0,59.0,59.0,58.6666666667,58.0,60.0,60.6666666667,59.0,64.6666666667,60.0
2017-02-20 15:40:00+08:00,,,59.0,59.0,60.0,61.0,62.0,62.5,57.0,57.0,56.0,59.0,57.5,56.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,61.5,57.0,60.5,58.0,61.0,60.0,66.0,59.0,60.0,58.5,60.0,59.0,63.0,59.0,59.0,58.5,58.0,60.5,61.0,59.0,63.5,60.0
2017-02-20 15:45:00+08:00,,,59.0,60.0,60.0,61.0,62.0,63.0,57.0,57.0,56.0,59.0,58.0,55.3333333333,56.0,56.6666666667,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,61.0,58.0,61.0,60.0,66.3333333333,58.6666666667,60.0,58.0,60.0,59.0,63.0,59.0,58.0,58.3333333333,58.0,60.3333333333,61.0,59.0,64.6666666667,60.0
2017-02-20 15:50:00+08:00,,,59.0,59.5,60.0,61.0,62.0,62.0,57.0,57.0,56.0,59.0,58.0,55.0,56.0,57.0,56.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,61.0,62.0,57.0,60.5,58.0,61.0,60.0,65.0,59.0,59.5,58.0,60.0,59.0,63.0,59.0,58.5,58.0,58.0,60.0,61.0,59.0,63.5,60.0
2017-02-20 15:55:00+08:00,,,59.0,59.3333333333,59.6666666667,61.0,62.0,62.0,57.0,57.0,56.0,59.0,58.0,55.0,56.0,56.0,56.0,59.0,58.0,59.0,58.0,58.3333333333,59.0,59.0,60.3333333333,62.0,57.0,60.6666666667,58.0,61.0,60.0,65.3333333333,59.0,59.3333333333,58.0,60.0,59.0,63.0,59.0,58.3333333333,58.6666666667,58.0,60.0,61.0,59.0,63.3333333333,60.0
2017-02-20 16:00:00+08:00,,,59.0,59.5,60.0,61.0,62.0,62.0,57.0,57.0,56.0,59.0,58.0,55.0,56.0,56.0,56.0,59.0,58.0,59.0,58.0,58.0,59.0,59.0,60.0,62.0,57.0,60.0,58.0,61.0,60.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,59.0,58.5,59.0,60.0,60.5,59.0,64.5,60.0
2017-02-20 16:05:00+08:00,,,59.0,59.3333333333,59.3333333333,61.0,62.0,62.0,57.0,57.0,56.0,59.0,58.0,55.0,56.0,56.0,56.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,61.0,61.6666666667,57.0,60.6666666667,58.0,61.0,60.6666666667,65.0,58.6666666667,59.0,58.0,60.0,59.0,63.0,59.0,59.0,58.0,58.3333333333,60.0,61.0,59.0,63.0,60.0
2017-02-20 16:10:00+08:00,,,59.0,59.0,59.0,61.0,62.0,62.0,57.0,57.0,56.0,59.0,58.0,55.0,56.0,56.0,56.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,61.0,61.0,57.0,61.0,59.0,61.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,59.0,58.0,58.0,60.0,61.0,59.0,64.0,60.0
2017-02-20 16:15:00+08:00,,,59.0,59.0,60.0,61.0,62.0,62.0,57.0,57.0,56.0,59.0,58.0,55.6666666667,56.0,56.0,56.0,59.0,57.3333333333,59.0,58.0,58.3333333333,59.0,59.0,61.0,62.0,57.0,61.0,59.0,61.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,58.6666666667,58.6666666667,58.0,58.3333333333,60.0,60.6666666667,59.0,63.6666666667,60.0
2017-02-20 16:20:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.5,57.0,57.0,56.0,59.0,58.0,55.5,56.0,56.0,56.0,59.0,57.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,61.0,59.0,61.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,59.0,58.0,58.0,60.0,60.5,59.0,61.5,60.0
2017-02-20 16:25:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,57.3333333333,57.0,56.0,59.0,58.0,55.3333333333,56.0,56.0,56.0,58.3333333333,57.3333333333,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,61.0,59.0,61.0,61.0,65.3333333333,58.6666666667,59.0,58.0,60.0,59.0,63.0,59.0,59.0,58.0,58.3333333333,60.0,60.3333333333,59.0,64.6666666667,60.0
2017-02-20 16:30:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.5,57.5,57.5,56.0,59.0,58.0,55.5,56.0,56.0,56.0,59.0,57.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,61.0,59.0,61.0,61.0,65.5,59.0,59.0,59.0,60.0,59.0,63.0,59.0,58.5,58.0,58.5,60.0,60.0,59.0,63.0,60.0
2017-02-20 16:35:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.3333333333,58.0,57.3333333333,56.0,59.0,58.0,55.6666666667,56.0,56.0,56.0,59.0,57.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,61.6666666667,59.3333333333,62.0,61.0,65.0,58.6666666667,59.0,58.0,60.0,59.0,63.0,59.0,58.3333333333,58.0,58.0,60.0,60.6666666667,59.0,65.0,60.0
2017-02-20 16:40:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,58.0,58.0,56.0,59.0,58.0,55.0,56.0,56.0,56.0,59.0,57.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,61.0,59.0,62.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,58.0,59.0,58.0,60.0,60.0,59.0,64.0,60.0
2017-02-20 16:40:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,58.0,57.0,56.0,59.0,58.0,55.0,56.0,56.0,56.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,61.0,62.0,57.0,62.0,59.0,62.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,58.0,59.0,59.0,60.0,60.0,59.0,64.0,60.0
2017-02-20 16:45:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.3333333333,57.3333333333,57.3333333333,56.0,59.0,58.0,55.0,56.0,56.0,56.0,58.6666666667,57.6666666667,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,62.0,59.0,62.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,58.0,58.3333333333,58.0,60.0,61.0,59.0,64.3333333333,60.0
2017-02-20 16:50:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,58.0,57.0,56.0,59.0,58.0,55.0,56.0,56.0,56.0,58.0,58.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.0,61.5,59.0,62.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,58.0,58.0,58.5,60.0,61.0,59.0,65.5,60.0
2017-02-20 16:55:00+08:00,,,59.0,59.0,60.0,61.0,62.0,61.0,58.0,57.6666666667,56.0,59.0,58.0,55.6666666667,56.0,56.3333333333,56.3333333333,58.6666666667,58.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,57.3333333333,61.6666666667,60.0,62.0,61.0,65.6666666667,59.0,59.3333333333,58.0,60.0,59.0,63.0,58.6666666667,58.3333333333,58.0,58.3333333333,60.3333333333,60.6666666667,59.0,65.6666666667,60.0
2017-02-20 17:00:00+08:00,,,59.0,59.0,59.5,61.0,61.5,61.0,58.0,57.5,56.0,59.0,58.0,56.0,56.0,57.0,57.0,58.5,57.0,59.0,58.0,58.0,59.0,59.0,61.0,62.0,58.0,62.0,61.0,62.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,59.0,59.5,58.0,58.0,60.0,61.0,59.0,65.5,60.0
2017-02-20 17:05:00+08:00,,,59.0,59.0,59.0,61.3333333333,61.0,61.0,58.0,58.0,56.0,59.0,58.0,56.0,56.0,57.0,57.0,58.0,57.3333333333,59.0,58.0,58.0,59.0,59.0,61.0,62.0,58.0,61.6666666667,60.6666666667,62.0,61.0,65.0,59.0,59.0,58.0,60.0,59.0,63.0,58.0,58.3333333333,58.3333333333,58.0,60.0,61.0,59.0,65.3333333333,60.0
2017-02-20 17:10:00+08:00,,,59.0,59.0,59.5,61.0,61.0,61.0,58.0,58.0,56.0,59.0,58.0,56.0,56.0,56.0,56.0,59.0,57.0,59.0,58.0,58.0,59.0,59.0,60.5,62.0,58.5,61.0,60.5,62.0,61.5,65.0,58.5,59.0,58.0,59.0,59.0,63.0,58.0,59.0,59.0,58.5,60.0,61.0,59.0,65.5,60.0
2017-02-20 17:15:00+08:00,,,59.0,59.0,59.0,62.0,61.0,61.0,58.0,57.3333333333,56.0,59.0,58.0,56.0,56.0,56.3333333333,56.0,59.0,57.0,59.0,58.0,58.0,59.0,59.0,60.0,62.0,58.0,61.3333333333,61.0,62.0,61.0,65.0,59.0,59.0,59.0,59.0,59.0,63.0,58.3333333333,59.0,58.6666666667,58.6666666667,60.0,61.0,59.0,65.6666666667,60.0
2017-02-20 17:20:00+08:00,,,59.0,59.0,59.0,62.0,61.0,61.0,58.0,57.5,56.0,59.0,58.0,56.0,56.0,56.0,56.0,59.0,57.0,59.0,58.0,58.0,59.0,59.0,60.0,61.5,58.0,61.5,60.5,62.0,62.0,65.5,59.0,59.0,59.0,59.0,59.0,63.0,58.0,59.0,58.0,58.0,60.0,61.0,59.0,66.0,60.0
2017-02-20 17:25:00+08:00,,,59.0,59.0,59.0,62.0,61.0,61.0,58.0,58.0,56.0,59.0,58.0,56.0,56.0,56.0,56.0,59.0,57.3333333333,59.0,58.3333333333,58.0,58.3333333333,59.0,60.0,61.3333333333,58.0,61.6666666667,60.0,62.0,62.0,65.3333333333,58.6666666667,59.0,59.0,59.0,59.0,63.0,58.0,59.0,58.0,58.3333333333,60.0,60.6666666667,59.0,65.6666666667,60.0
2017-02-20 17:30:00+08:00,,,59.0,59.0,59.0,62.0,61.0,61.0,58.0,58.0,56.0,59.0,58.0,56.0,56.0,56.0,56.0,59.0,57.0,59.0,58.5,58.0,58.0,59.0,60.0,61.0,57.0,61.0,60.5,62.0,62.0,65.0,59.0,59.0,59.0,59.0,59.0,63.0,58.0,59.0,58.0,58.0,60.0,60.5,59.0,66.0,60.0
2017-02-20 17:35:00+08:00,,,59.0,59.0,59.0,62.0,61.0,60.6666666667,58.0,58.0,56.0,59.0,58.0,56.0,56.0,56.0,56.0,58.6666666667,57.0,59.0,58.0,58.0,58.0,58.6666666667,60.0,61.0,57.0,61.0,60.3333333333,62.0,62.0,65.0,59.0,59.0,59.0,59.0,59.0,63.0,58.0,59.0,58.0,58.3333333333,60.6666666667,61.0,59.0,67.0,60.0
2017-02-20 17:40:00+08:00,,,58.5,59.0,59.0,62.0,61.0,60.0,58.0,57.0,56.0,59.0,58.0,56.0,56.0,56.0,56.0,58.0,57.0,59.0,58.0,58.0,58.0,58.0,60.0,61.0,57.0,61.0,60.0,62.0,62.0,65.0,59.0,59.0,58.5,59.0,59.0,62.0,58.0,58.5,58.0,58.5,60.5,60.5,59.0,67.0,60.0
2017-02-20 17:45:00+08:00,,,58.6666666667,59.0,59.0,62.0,61.0,60.0,58.0,57.0,56.0,59.0,58.0,56.0,56.0,56.0,56.0,58.0,57.0,59.0,58.0,58.0,58.0,59.0,60.0,61.0,57.3333333333,61.0,60.0,62.0,61.3333333333,65.0,58.6666666667,59.0,59.0,59.0,59.0,62.0,58.0,57.3333333333,58.0,58.3333333333,60.3333333333,60.0,59.0,65.6666666667,60.0
2017-02-20 17:50:00+08:00,,,58.5,59.0,59.0,62.0,61.0,60.0,58.0,57.0,56.0,59.0,58.0,56.5,56.0,56.0,55.5,58.0,57.0,59.0,57.5,58.0,57.0,59.0,60.0,61.0,58.0,61.0,60.0,62.0,61.0,65.0,58.5,60.0,59.0,59.0,59.0,62.0,58.0,57.5,58.0,58.5,60.0,60.5,59.0,65.5,60.0
2017-02-20 17:55:00+08:00,,,58.6666666667,59.0,59.0,62.0,61.0,60.0,58.0,58.0,56.0,59.0,58.0,56.6666666667,56.0,56.0,56.0,58.0,57.0,58.6666666667,57.3333333333,58.0,57.0,58.6666666667,60.0,61.0,58.0,61.0,61.0,62.0,61.0,65.0,58.6666666667,60.0,60.0,59.0,59.0,62.0,58.0,57.6666666667,58.0,59.0,61.0,60.6666666667,59.0,66.3333333333,60.0
2017-02-20 18:00:00+08:00,,,58.5,59.0,59.0,62.0,61.0,57.5,58.0,58.0,56.0,59.0,58.0,57.0,56.0,56.0,55.5,58.0,57.0,58.0,57.5,58.0,57.0,58.5,59.5,61.0,58.5,61.0,60.5,62.0,61.0,64.0,59.0,60.0,59.5,59.0,59.0,62.0,58.0,58.0,58.0,58.0,60.0,61.0,59.0,63.0,60.0
2017-02-20 18:05:00+08:00,,,59.0,59.0,59.3333333333,62.0,61.0,57.0,58.0,58.0,56.0,59.0,58.0,56.3333333333,56.0,56.6666666667,56.0,58.0,57.0,58.0,58.0,58.0,57.0,59.0,60.0,60.6666666667,59.0,61.0,60.0,62.0,61.0,63.0,59.0,60.0,59.3333333333,59.0,59.0,62.6666666667,58.0,58.0,58.0,59.0,60.0,60.6666666667,59.0,61.0,60.0
2017-02-20 18:10:00+08:00,,,59.0,59.0,60.0,63.0,61.0,57.0,58.0,58.0,56.0,59.0,58.0,56.0,56.0,57.0,56.0,58.0,57.0,58.0,58.0,58.0,57.5,59.0,59.5,60.0,59.0,61.5,60.0,62.0,61.0,62.5,59.0,60.0,59.5,59.0,59.0,62.5,58.0,58.0,58.0,59.0,60.0,61.0,59.0,61.0,60.0
2017-02-20 18:15:00+08:00,,,59.6666666667,59.0,60.3333333333,63.0,60.3333333333,57.0,58.0,58.0,56.0,59.0,58.0,55.6666666667,56.0,57.0,56.0,59.0,57.0,58.0,58.0,58.0,58.0,59.0,59.0,60.3333333333,58.0,62.0,59.3333333333,62.0,61.0,62.0,59.0,60.0,59.3333333333,59.0,59.0,63.0,58.0,58.0,58.0,59.0,59.6666666667,61.0,59.0,61.0,60.0
