,DOAS1,DOAS3,DOAS4
2017-02-13 05:00:00,0.0,105.775001526,139.439994812
2017-02-13 05:05:00,0.0,115.283332825,136.546666463
2017-02-13 05:10:00,-0.0399999991059,98.5250015258,138.77999878
2017-02-13 05:15:00,-0.0133333330353,118.533335368,136.893330892
2017-02-13 05:20:00,0.0,113.525001526,136.99999237
2017-02-13 05:25:00,0.0,116.833335877,137.466664632
2017-02-13 05:30:00,0.0,119.950000763,138.040000916
2017-02-13 05:35:00,0.0,109.316668193,137.253331502
2017-02-13 05:40:00,0.0,119.825000763,137.979995728
2017-02-13 05:45:00,0.0,115.150001526,137.013331095
2017-02-13 05:50:00,0.0,117.250003815,137.479995728
2017-02-13 05:55:00,0.0,117.100001017,138.133331299
2017-02-13 06:00:00,0.0,33.0750007629,34.6400003433
2017-02-13 06:05:00,-0.0133333330353,33.1500002543,41.9999987285
2017-02-13 06:10:00,0.0,31.1000013352,41.1599998474
2017-02-13 06:15:00,-0.0266666660706,32.4166673025,39.1733334859
2017-02-13 06:20:00,0.0,33.7250003815,40.3199996948
2017-02-13 06:25:00,0.0,34.9666671753,43.879998525
2017-02-13 06:30:00,0.0,41.2250022888,56.1800003052
2017-02-13 06:35:00,0.0,33.2166665395,45.3866653442
2017-02-13 06:40:00,0.0,45.5500011444,66.4399986267
2017-02-13 06:45:00,0.0,33.2666676839,40.0399983724
2017-02-13 06:50:00,0.0,34.7000007629,40.5200004578
2017-02-13 06:55:00,0.0,33.5333340963,56.679997762
2017-02-13 07:00:00,0.0,40.125,58.859998703
2017-02-13 07:05:00,0.0,43.3666674296,72.5199991862
2017-02-13 07:10:00,0.0,55.1000003815,88.439994812
2017-02-13 07:15:00,-0.0133333330353,46.7833328247,60.1466649374
2017-02-13 07:20:00,-0.0199999995529,74.6000022888,61.3399982453
2017-02-13 07:25:00,0.0,85.2666676839,69.0133310954
2017-02-13 07:30:00,0.0,102.300003052,74.0400009155
2017-02-13 07:35:00,0.0,88.1333363851,41.2666651408
